mission_id,mission_title,task_label,tier,content,page_type
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Understanding Mass Incarceration,Prethinking-Questions,B,I’d remix this to explore how ethical design impacts my community.,Prethinking-Questions
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Understanding Mass Incarceration,Prethinking-Questions,C,I’d remix this to explore how real-world application impacts my community.,Prethinking-Questions
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Understanding Mass Incarceration,Reflection,A,I’d remix this to explore how calculus reasoning impacts my community.,Reflection
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Understanding Mass Incarceration,Reflection,B,I’d remix this to explore how pattern recognition impacts my community.,Reflection
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Understanding Mass Incarceration,Reflection,C,I’d remix this to explore how statistical insight impacts my community.,Reflection
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Understanding Mass Incarceration,Remix,A,I’d remix this to explore how systems thinking impacts my community.,Remix
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Understanding Mass Incarceration,Remix,B,This reminds me of how systems thinking can show up in ways we don’t expect.,Remix
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Understanding Mass Incarceration,Remix,C,I’d remix this to explore how statistical insight impacts my community.,Remix
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Understanding Mass Incarceration,Task 1,A,I’d remix this to explore how creative remix impacts my community.,Task 1
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Understanding Mass Incarceration,Task 1,B,This task made me think about how math connects to real-world application in the real world.,Task 1
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Understanding Mass Incarceration,Task 1,C,This reminds me of how pattern recognition can show up in ways we don’t expect.,Task 1
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Understanding Mass Incarceration,Task 2,A,This reminds me of how systems thinking can show up in ways we don’t expect.,Task 2
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Understanding Mass Incarceration,Task 2,B,I’d remix this to explore how equity in access impacts my community.,Task 2
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Understanding Mass Incarceration,Task 2,C,This task made me think about how math connects to ethical design in the real world.,Task 2
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Understanding Mass Incarceration,Task 3,A,This task made me think about how math connects to systems thinking in the real world.,Task 3
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Understanding Mass Incarceration,Task 3,B,This task made me think about how math connects to real-world application in the real world.,Task 3
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Understanding Mass Incarceration,Task 3,C,This reminds me of how statistical insight can show up in ways we don’t expect.,Task 3
