mission_id,task_label,task_id,tier,content,response_type,user_id,created_at
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Remix,cfb5d8180a9c,C,"This reminds me of how systems thinking can show up in ways we don’t expect.",Remix,exemplar-seed,2025-05-07T13:06:11.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Task 1,a70e5d92f3c9,A,"I’d remix this to explore how real-world application impacts my community.",Task 1,exemplar-seed,2025-05-07T13:06:12.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Task 1,a70e5d92f3c9,B,"I’d remix this to explore how creative remix impacts my community.",Task 1,exemplar-seed,2025-05-07T13:06:13.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Task 1,a70e5d92f3c9,C,"This reminds me of how creative remix can show up in ways we don’t expect.",Task 1,exemplar-seed,2025-05-07T13:06:14.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Task 2,29a948b6fd47,A,"This task made me think about how math connects to systems thinking in the real world.",Task 2,exemplar-seed,2025-05-07T13:06:15.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Task 2,29a948b6fd47,B,"This task made me think about how math connects to creative remix in the real world.",Task 2,exemplar-seed,2025-05-07T13:06:16.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Task 2,29a948b6fd47,C,"I’d remix this to explore how ethical design impacts my community.",Task 2,exemplar-seed,2025-05-07T13:06:17.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Task 3,122e3038d1a3,A,"This task made me think about how math connects to equity in access in the real world.",Task 3,exemplar-seed,2025-05-07T13:06:18.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Task 3,122e3038d1a3,B,"This reminds me of how equity in access can show up in ways we don’t expect.",Task 3,exemplar-seed,2025-05-07T13:06:19.000Z
9ed6a6a2-2f0c-4c49-859b-4ae87e8741e4,Task 3,122e3038d1a3,C,"This task made me think about how math connects to ethical design in the real world.",Task 3,exemplar-seed,2025-05-07T13:06:20.000Z
36cadbf4-7292-4c42-b4f7-fd1898f06cc3,Prethinking-Ideas,e21279f06cb1,A,"This task made me think about how math connects to creative remix in the real world.",Prethinking-Ideas,exemplar-seed,2025-05-07T13:07:00.000Z
36cadbf4-7292-4c42-b4f7-fd1898f06cc3,Prethinking-Ideas,e21279f06cb1,B,"This reminds me of how statistical insight can show up in ways we don’t expect.",Prethinking-Ideas,exemplar-seed,2025-05-07T13:07:01.000Z
36cadbf4-7292-4c42-b4f7-fd1898f06cc3,Prethinking-Ideas,e21279f06cb1,C,"This task made me think about how math connects to ethical design in the real world.",Prethinking-Ideas,exemplar-seed,2025-05-07T13:07:02.000Z
36cadbf4-7292-4c42-b4f7-fd1898f06cc3,Prethinking-Questions,a5adf645893e,A,"This task made me think about how math connects to statistical insight in the real world.",Prethinking-Questions,exemplar-seed,2025-05-07T13:07:03.000Z
36cadbf4-7292-4c42-b4f7-fd1898f06cc3,Prethinking-Questions,a5adf645893e,B,"This task made me think about how math connects to equity in access in the real world.",Prethinking-Questions,exemplar-seed,2025-05-07T13:07:04.000Z
36cadbf4-7292-4c42-b4f7-fd1898f06cc3,Prethinking-Questions,a5adf645893e,C,"This reminds me of how calculus reasoning can show up in ways we don’t expect.",Prethinking-Questions,exemplar-seed,2025-05-07T13:07:05.000Z
36cadbf4-7292-4c42-b4f7-fd1898f06cc3,Reflection,f5985ac1d28d,A,"This reminds me of how structural injustice can show up in ways we don’t expect.",Reflection,exemplar-seed,2025-05-07T13:07:06.000Z
36cadbf4-7292-4c42-b4f7-fd1898f06cc3,Reflection,f5985ac1d28d,B,"This task made me think about how math connects to real-world application in the real world.",Reflection,exemplar-seed,2025-05-07T13:07:07.000Z
36cadbf4-7292-4c42-b4f7-fd1898f06cc3,Reflection,f5985ac1d28d,C,"This task made me think about how math connects to ethical design in the real world.",Reflection,exemplar-seed,2025-05-07T13:07:08.000Z
36cadbf4-7292-4c42-b4f7-fd1898f06cc3,Remix,98bbd55391e6,A,"I’d remix this to explore how real-world application impacts my community.",Remix,exemplar-seed,2025-05-07T13:07:09.000Z
36cadbf4-7292-4c42-b4f7-fd1898f06cc3,Remix,98bbd55391e6,B,"I’d remix this to explore how calculus reasoning impacts my community.",Remix,exemplar-seed,2025-05-07T13:07:10.000Z
36cadbf4-7292-4c42-b4f7-fd1898f06cc3,Remix,98bbd55391e6,C,"This task made me think about how math connects to structural injustice in the real world.",Remix,exemplar-seed,2025-05-07T13:07:11.000Z
36cadbf4-7292-4c42-b4f7-fd1898f06cc3,Task 1,4934a83a093d,A,"This task made me think about how math connects to systems thinking in the real world.",Task 1,exemplar-seed,2025-05-07T13:07:12.000Z
36cadbf4-7292-4c42-b4f7-fd1898f06cc3,Task 1,4934a83a093d,B,"I’d remix this to explore how structural injustice impacts my community.",Task 1,exemplar-seed,2025-05-07T13:07:13.000Z
36cadbf4-7292-4c42-b4f7-fd1898f06cc3,Task 1,4934a83a093d,C,"I’d remix this to explore how real-world application impacts my community.",Task 1,exemplar-seed,2025-05-07T13:07:14.000Z
36cadbf4-7292-4c42-b4f7-fd1898f06cc3,Task 2,8dbf96977582,A,"This reminds me of how equity in access can show up in ways we don’t expect.",Task 2,exemplar-seed,2025-05-07T13:07:15.000Z
36cadbf4-7292-4c42-b4f7-fd1898f06cc3,Task 2,8dbf96977582,B,"This reminds me of how ethical design can show up in ways we don’t expect.",Task 2,exemplar-seed,2025-05-07T13:07:16.000Z
36cadbf4-7292-4c42-b4f7-fd1898f06cc3,Task 2,8dbf96977582,C,"This task made me think about how math connects to calculus reasoning in the real world.",Task 2,exemplar-seed,2025-05-07T13:07:17.000Z
36cadbf4-7292-4c42-b4f7-fd1898f06cc3,Task 3,a7466b7606fd,A,"I’d remix this to explore how statistical insight impacts my community.",Task 3,exemplar-seed,2025-05-07T13:07:18.000Z
36cadbf4-7292-4c42-b4f7-fd1898f06cc3,Task 3,a7466b7606fd,B,"This reminds me of how creative remix can show up in ways we don’t expect.",Task 3,exemplar-seed,2025-05-07T13:07:19.000Z
36cadbf4-7292-4c42-b4f7-fd1898f06cc3,Task 3,a7466b7606fd,C,"This task made me think about how math connects to statistical insight in the real world.",Task 3,exemplar-seed,2025-05-07T13:07:20.000Z
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Prethinking-Ideas,dd52d1eb1789,A,"I’d remix this to explore how real-world application impacts my community.",Prethinking-Ideas,exemplar-seed,2025-05-07T13:08:00.000Z
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Prethinking-Ideas,dd52d1eb1789,B,"This task made me think about how math connects to ethical design in the real world.",Prethinking-Ideas,exemplar-seed,2025-05-07T13:08:01.000Z
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Prethinking-Ideas,dd52d1eb1789,C,"This task made me think about how math connects to real-world application in the real world.",Prethinking-Ideas,exemplar-seed,2025-05-07T13:08:02.000Z
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Prethinking-Questions,b37e358f3a2b,A,"I’d remix this to explore how calculus reasoning impacts my community.",Prethinking-Questions,exemplar-seed,2025-05-07T13:08:03.000Z
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Prethinking-Questions,b37e358f3a2b,B,"I’d remix this to explore how ethical design impacts my community.",Prethinking-Questions,exemplar-seed,2025-05-07T13:08:04.000Z
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Prethinking-Questions,b37e358f3a2b,C,"I’d remix this to explore how real-world application impacts my community.",Prethinking-Questions,exemplar-seed,2025-05-07T13:08:05.000Z
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Reflection,51e5f34a57dc,A,"I’d remix this to explore how calculus reasoning impacts my community.",Reflection,exemplar-seed,2025-05-07T13:08:06.000Z
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Reflection,51e5f34a57dc,B,"I’d remix this to explore how pattern recognition impacts my community.",Reflection,exemplar-seed,2025-05-07T13:08:07.000Z
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Reflection,51e5f34a57dc,C,"I’d remix this to explore how statistical insight impacts my community.",Reflection,exemplar-seed,2025-05-07T13:08:08.000Z
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Remix,263ba5f6bc3c,A,"I’d remix this to explore how systems thinking impacts my community.",Remix,exemplar-seed,2025-05-07T13:08:09.000Z
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Remix,263ba5f6bc3c,B,"This reminds me of how systems thinking can show up in ways we don’t expect.",Remix,exemplar-seed,2025-05-07T13:08:10.000Z
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Remix,263ba5f6bc3c,C,"I’d remix this to explore how statistical insight impacts my community.",Remix,exemplar-seed,2025-05-07T13:08:11.000Z
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Task 1,1882e0dfdecb,A,"I’d remix this to explore how creative remix impacts my community.",Task 1,exemplar-seed,2025-05-07T13:08:12.000Z
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Task 1,1882e0dfdecb,B,"This task made me think about how math connects to real-world application in the real world.",Task 1,exemplar-seed,2025-05-07T13:08:13.000Z
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Task 1,1882e0dfdecb,C,"This reminds me of how pattern recognition can show up in ways we don’t expect.",Task 1,exemplar-seed,2025-05-07T13:08:14.000Z
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Task 2,4b26e7f5cc7e,A,"This reminds me of how systems thinking can show up in ways we don’t expect.",Task 2,exemplar-seed,2025-05-07T13:08:15.000Z
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Task 2,4b26e7f5cc7e,B,"I’d remix this to explore how equity in access impacts my community.",Task 2,exemplar-seed,2025-05-07T13:08:16.000Z
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Task 2,4b26e7f5cc7e,C,"This task made me think about how math connects to ethical design in the real world.",Task 2,exemplar-seed,2025-05-07T13:08:17.000Z
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Task 3,7d8082b1a98b,A,"This task made me think about how math connects to systems thinking in the real world.",Task 3,exemplar-seed,2025-05-07T13:08:18.000Z
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Task 3,7d8082b1a98b,B,"This task made me think about how math connects to real-world application in the real world.",Task 3,exemplar-seed,2025-05-07T13:08:19.000Z
e7fa05ff-9a55-4286-b8e2-701f2ba50b81,Task 3,7d8082b1a98b,C,"This reminds me of how statistical insight can show up in ways we don’t expect.",Task 3,exemplar-seed,2025-05-07T13:08:20.000Z
